Title,Tag(s),Template,Image,Post URL
An Age-Old Copywriting Trick,"Post, Text, Image, Challenging Assumptions, Growth Journey, Transitional Line, Practical Tips, Empowering Takeaway, Relevant Resource, Call To Action","I [achieved noteworthy milestone] without [relying on traditional expectation].

Because here’s the thing:

[Short belief or principle that contradicts expectation or objection from above].

[Briefly explain belief or principle].

So, how do you [relevant question]?

[Practical action/tip 1]

[Practical action/tip 2]

[Practical action/tip 3]

[Key takeaway that helps the reader see how your advice can benefit them].

[Relatable text image to act as a ‘billboard’ for your post]",https://framerusercontent.com/images/7gvn9Uo4L4hnBorFl1oKbXGFWQ.png,https://www.linkedin.com/posts/nicolascole_i-made-my-first-20k-as-a-ghostwriter-without-activity-7280213692137312256-qRFd?utm_source=share&utm_medium=member_desktop
Not An Expert? Try This…,"Post, Text, Image, Borrowing Credibility, Vulnerable Admission, Specific Concept, Relatable Examples, Practical Advice, Relevant Resource","[Time period ago], I had the privilege to [describe the event, conversation, or interaction].  

[Briefly share some context that gives the reader a window into something surprising and/or relatable about the scenario].

Here’s the key thing I took away:  

[Thought-provoking observation or principle].  

Many people [describe a shared or relatable behavior or experience]. 

But [highlight how it’s different for a specific group, skill set, or approach].  

[Summarise the main insight in a different way].  

[Suggest how the reader can implement the insight – e.g. describe a personal habit, tip, or tool you use to support this practice].  

If you want to [achieve result], [encouraging takeaway].

[Question for audience or call to action].

[Image that matches the post]",https://framerusercontent.com/images/TbDispYFlrdcWo1hjLCksHgyjw.png,https://www.linkedin.com/posts/annhandley_last-week-i-had-the-privilege-to-interview-activity-7196179894073020418-PZIl?utm_source=share&utm_medium=member_desktop
Nothing Is “Original”,"Post, Text, Image, Provacative Issue, Suprising Reaction, Normalising Specific Behaviour, Creators Bold Opinion, Handling Objection, Avoiding Common Practice, Actionable Advice, Key Takeaways","[State a bold or attention-grabbing observation].  

And [state why it doesn’t affect you in the way people may expect]:  

I [share how you’ve applied or learned from this behavior/situation 1].  

I [share how you’ve applied or learned from this behavior/situation 2].  

I [share how you’ve applied or learned from this behavior/situation 3].  

Here’s how I see it:  

[State principle/insight 1]  

[State principle/insight 2]  

[State principle/insight 3]  

[Elaborate on why this behavior/situation is important, particularly for a specific group or context].  

Now, [clarify a potential misunderstanding or objection].  

[Provide a contrasting perspective or reframe the concept in a positive light].  

[Explain the consequences of misunderstanding or misusing this behavior/situation].  

The truth is, [highlight a counterintuitive or universal insight].  

[Introduce actionable suggestions]: 

[Actionable tip 1]  

[Actionable tip 2]  

[Actionable tip 3]  

[Key takeaway/caveat].  

[The key benefit the reader stands to gain if they take action].

[Image that matches the post]",https://framerusercontent.com/images/yOJVqzGVHHMblCnFg7Qx9NbtI.png,https://www.linkedin.com/posts/nbroekema_people-copy-my-content-every-week-and-activity-7281217802017902592-yG79?utm_source=share&utm_medium=member_desktop
The Power Of The Post Scriptum,"Post, Text, Question, Contrarian Approach, Building Credibility, Common Frustration, Success Stories, Real World Examples, Motivational Takeaway, Call To Action, Fostering Engagement","[Ask a thought-provoking question or present a common challenge].  

[Briefly explain or imply why you’re qualified to answer this question].

[Highlight a relatable pain point or obstacle related to the topic].  

But the good news is [reassure the reader with a positive counterpoint, introducing your main idea].  

Here are X examples of how [specific approach, strategy, or concept can work]:  

1. [Approach/strategy/concept 1] 

[Briefly explain how this example works, including specific actions, metrics, facts, and/or anecdotes].  

2. [Approach/strategy/concept 2] 

[Briefly explain how this example works, including specific actions, metrics, facts, and/or anecdotes].  

3. [Approach/strategy/concept 3] 

[Briefly explain how this example works, including specific actions, metrics, facts, and/or anecdotes].  

4. [Approach/strategy/concept 4] 

[Briefly explain how this example works, including specific actions, metrics, facts, and/or anecdotes].  

5. [Approach/strategy/concept 5] 

[Briefly explain how this example works, including specific actions, metrics, facts, and/or anecdotes].   

While [commonly used method or approach] is often one of the [easiest/fastest/most affordable or more popular] ways to [achieve desired outcome], it’s not the only way.  

[Key takeaway that ties back to points discussed].

[Question for audience or call to action].",https://framerusercontent.com/images/70GKg8LvQ6LbQtiViKnWCrlQKIs.png,https://www.linkedin.com/posts/chenellco_can-you-grow-a-newsletter-%F0%9D%98%B8%F0%9D%98%AA%F0%9D%98%B5%F0%9D%98%A9%F0%9D%98%B0%F0%9D%98%B6%F0%9D%98%B5-activity-7281332893451259904-Bhzm?utm_source=share&utm_medium=member_desktop
A Great Way To Dramatise Your Writing,"Post, Text, Image, Contrarian Opinion, Common Misconception, Common Mistakes, Modern Definition, Actionable Advice, Promoting A Product, Offer Breakdown, Call To Action","[Bold, contrarian statement that challenges conventional thinking].  

[Use short, rhythmic sentences to highlight the problems with this mindset or system].  

[Common misconception that’s related to the core idea].  

[Define the core idea or concept that underpins your argument].  

[Relatable example 1]

[Relatable example 2]

[Relatable example 3]

Most people [state common flawed action(s)].

Then [state negative consequence(s)].  

Try this instead:

[Practical action/step 1]

[Practical action/step 2] 

[Practical action/step 3]

[Question for audience or call to action].

[Relatable text image to act as a ‘billboard’ for your post]",https://framerusercontent.com/images/N7VNAyruoNR8srueNtYqsmEQ2i8.png,https://www.linkedin.com/posts/justinwelsh_the-rat-race-has-it-backwards-trading-time-activity-7281880038633832449-3mFP?utm_source=share&utm_medium=member_desktop
"Is Your Advice Actually Actionable, Though?","Post, Text, Image, Building Curiosity, The Reveal, Specific Principles, Actionable Advice, Personal Experience","I’ve [explored] many [ideas/resources/approaches], but this one [unlocked benefit]:

(And it’s not [commonly spoken about idea/resource/approach])

→ [Introduce the unexpected idea/resource/approach].

Here’s how to apply this to [specific context]:

[Key idea/principle 1]: [Practical application tailored to the audience/context]

[Key idea/principle 2]: [Practical application tailored to the audience/context]

[Key idea/principle 3]: [Practical application tailored to the audience/context]

[Key idea/principle 4]: [Practical application tailored to the audience/context]

[Key idea/principle 5]: [Practical application tailored to the audience/context]

This [idea/resource/approach] taught me more than [conventional alternative].

Master these [ideas/principles], and you’ll become [desirable state].

[Relatable text image to act as a ‘billboard’ for your post]",https://framerusercontent.com/images/3nlCcYbSTmXeyMStj0twGXEAuvs.png,https://www.linkedin.com/posts/laraacostar_ive-read-many-books-but-this-one-changed-activity-7095788519918288896-qz1d?utm_source=share&utm_medium=member_desktop
Digital Word Of Mouth (WOM),"Post, Text, Testimonial Image, Pattern Interrupt, Testimonial, Mission Statement, Call To Action, Building Credibility, Social Proof ","I don’t do this often.

But I had to share it…

[Share the reason for the self-promotion—e.g., a success story/testimonial/milestone].

This is WHY I [describe your mission].

[Expand on your mission – e.g. explain who you help and what you help them achieve].

What a great way to [tie it to a positive conclusion, like ending a week or marking a milestone].

[Question for audience or call to action].

[Image that matches the post]",https://framerusercontent.com/images/ixjjrk62SjnTkBsi0uCNAt1g0k.png,https://www.linkedin.com/posts/justinwelsh_i-almost-never-do-this-but-i-had-to-share-activity-7174473923818926082-O5Yb?utm_source=share&utm_medium=member_desktop
"How To Work Smarter, Not Harder","Post, Text, Challenging Common Practice, Wasted Efforts, Alternative Approach, Desirable Outcome, Specific Timeframe, Useful Resource","Please STOP [doing common and/or ineffective practice].

I see too many [examples of people/businesses doing this] that [describe the negative outcome], yet they’re still [repeating the ineffective practice].

If you’re already [doing related action], try this instead:

[Actionable step 1]

[Actionable step 2]

[Actionable step 3]

[Actionable step 4]

[Expand where needed AND/OR clarify what needs clarifying AND/OR include some relatable examples]

You’ll achieve [positive outcome] much faster by [restating the new focus] rather than [repeating the ineffective practice].

Try it for the next [time frame] and see what happens.

[Question for audience or call to action].
",https://framerusercontent.com/images/RFgyfX7osGEblZYvHULfALLpqo.png,https://www.linkedin.com/posts/jakezward_please-stop-publishing-new-blog-content-activity-7031245414490079232-lHh-?utm_source=share&utm_medium=member_desktop
All Top 1% Creators Understand This,"Post, Text, Image, Business Story, Specific Audience, Relatable Challenge, Building Curiosity, Resolution, Alternative Negative Approach, Takeaway, Useful Resource","A story [from someone significant or memorable].

If you’re [a relevant audience], this might resonate with you as it did with me.

They said, [insert a quote or a poignant statement that introduces the theme of the story].

They’ve always [share a notable quality or value of the person].

But they remember this…

It was [describe a situation or challenge they faced, focusing on the tension or stakes].

They could just picture [describe the impact of the situation, using relatable or emotional imagery].

[Detail an action they took to resolve the situation, emphasising the decision-making process or sacrifice].

At the time, [introduce a contrasting perspective or person to heighten the significance of the actions].

[Describe the contrasting perspective’s outcomes, underscoring the lesson or takeaway].

And in all these years, [highlight the enduring positive outcomes of the initial decision].

They often attribute their [success/happiness/lasting result] to [specific value/principle/action].

[Key takeaway – eg. general reflection or universal truth derived from the story].

[Question for audience or call to action].

[Relatable text image to act as a ‘billboard’ for your post]",https://framerusercontent.com/images/CwmWHEG59xLOY2cYVrkEJMCzCQI.png,https://www.linkedin.com/posts/codiesanchez_story-from-my-dad-today-if-youre-a-activity-7234545361879506946-O02_?utm_source=share&utm_medium=member_desktop
Reframing Negative Perspectives,"Post, Text, Old vs New, Dealing With Objections, Mental Reframe, Building Authority, Key Takeaway, Fostering Engagement","[Year/Timeframe 1]: [Something common or traditional people did]
[Year/Timeframe 2]: [How the practice has shifted or evolved]

[Introduce the central idea or insight].

And if your next question is:

[Common doubt or fear posed as a question 1]?

[Common doubt or fear posed as a question 2]?

[Common doubt or fear posed as a question 3]?

I challenge you to change this to:

[Reframed positive perspective 1]

[Reframed positive perspective 2]

[Reframed positive perspective 3]

[Share a personal or client example of progress or success, starting from a low point and leading to a high point].

[Empowering takeaway that fosters optimism].

[Question for audience or call to action].",https://framerusercontent.com/images/jajNMa4SSF0k1VI3laTdCb8AKlA.png,https://www.linkedin.com/posts/alicjasmin_2015-we-love-your-cv-wed-like-to-interview-activity-7071795358820892672-_Kb4?utm_source=share&utm_medium=member_desktop
Wanna Make (More) Money On LinkedIn? Read This,"Post, Text, Image, Specific Painpoint, Relatable Struggles, Actionable Advice, Personal Insights, Key Takeaway ","Over the past [timeframe], I’ve talked to [group of people] that [share common characteristic or achievement] but struggle with [specific issue].

They genuinely want to [unlock desirable outcome].

But they face a few key challenges:

[First challenge]:

[Explain the challenge – e.g. break a misconception and/or highlight what people miss]. [Expand on how to overcome challenge].

[Second challenge]:

[Explain the challenge – e.g. break a misconception and/or highlight what people miss]. [Expand on how to overcome challenge].

[Third challenge]:

[Explain the challenge – e.g. break a misconception and/or highlight what people miss]. [Expand on how to overcome challenge].

Here’s the reality:

[Share a counterintuitive or surprising insight].

[Explain how this insight relates to the core message or theme].

""[Prempt common excuse/objection – optional].""

[Key takeaway].

[Image that matches the post]",https://framerusercontent.com/images/IsC4ncBNegsSH5ZAD0olzmHEmw.png,https://www.linkedin.com/posts/nbroekema_over-the-past-6-months-ive-talked-to-dozens-activity-7283754517093838848-v-Fg?utm_source=share&utm_medium=member_desktop
How To Twist The Knife (Making A Problem Hurt),"Post, Text, Concept Image, Common Painpoint, Frustrating Scenario, Key Concept Explained, Relatable Examples, Practical Advice, Reflective Question, Useful Resource","If you’re [target audience/aspiring group], you’ve probably felt this:

[Common pain point].

[Specific symptom of problem 1]

[Specific symptom of problem 2]

[Specific symptom of problem 3]

But here’s the thing: [Reframe the problem or introduce a counterintuitive insight about the issue]. 

[Give a fresh perspective].

[Introduce a comparison or framework to explain the new perspective].

[Expand on concept – consider using relatable examples and vivid descriptions].

Here’s how you can [achieve this new perspective]:

[A specific, actionable recommendation].

[Explain on recommendation – what do people need to know, avoid, do? Keep advice concise and actionable].

[A specific, actionable recommendation].
[Explain on recommendation – what do people need to know, avoid, do? Keep advice concise and actionable].

[A specific, actionable recommendation].
[Explain on recommendation – what do people need to know, avoid, do? Keep advice concise and actionable].

So, ask yourself: [question encouraging reflection and action].

[Key takeaway and/or call to action].

[Image that matches the post]",https://framerusercontent.com/images/TD76RGdYczccR6EcN9IWZV8OpAo.png,https://www.linkedin.com/posts/ali-abdaal_if-youre-an-aspiring-creator-youve-probably-activity-7254435501703663616-2OH1?utm_source=share&utm_medium=member_desktop
How To Stand Out (Without Ruining Your Rep),"Post, Text, Bold Observation, Challenging Common Advice, Alternative Strategies, Empowering Takeway","Most [field or industry] advice is [adjective 1].

And [adjective 2].

“[Common advice 1].”

“[Common advice 2].”

“[Common advice 3].”

Ok, but that’s not enough.

In [current or upcoming year], [professionals/group] need to do more.

For example:

[Bold action 1]

[Expand on why this action is important, and give actionable advice].

[Bold action 2]

[Expand on why this action is important, and give actionable advice].

[Bold action 3]

[Expand on why this action is important, and give actionable advice].

[Bold action 4]

[Expand on why this action is important, and give actionable advice].

[Key takeaway].",https://framerusercontent.com/images/nVRExDk9cAHJ0uvlmfSMLI9EwLc.png,https://www.linkedin.com/posts/liz-willits_marketing-activity-7285294671919001602-PKhk?utm_source=share&utm_medium=member_desktop
Every Creator Should Use These (Advanced),"Post, Text, Video, Building Credibility, Common Mistake, Impressive Solution, Actionable Steps, Fostering Engagement, Call To Action, Key Takeaway","I’ve [achieved specific success or milestone] in the last [short timeframe].

But [counterpoint that diminishes the milestone’s value].

[Brief anecdote or lesson learned].

Here’s how to [achieve a specific result/solve a problem]:

[Actionable step 1]

[Clear, practical explanation of the step].

[Actionable step 1]

[Clear, practical explanation of the step].

[Actionable step 1]

[Clear, practical explanation of the step].

[Actionable step 1]

[Clear, practical explanation of the step].

[Reiterate the overarching lesson or insight from the steps].

[Question for audience or call to action].

[Image or video that matches the post]
",https://framerusercontent.com/images/HBs99BL8s5kf9vTsBptbbKk9k.png,https://www.linkedin.com/posts/niall-ratcliffe_ive-had-24m-views-on-linkedin-in-the-last-activity-7285657133684019200-iUxM?utm_source=share&utm_medium=member_desktop
A Hook Tactic For 2025 (And Beyond),"Post, Text, Image, Promise, Transformative Benefit, Bad Habits, Practical Advice, Call To Action, Key Takeaway, Fostering Engagement, Building Credibility","X [negative habits/practices] to eliminate in [timeframe].

([Motivational statement about the benefit of change]).

Here’s how to [achieve result] in [short timeframe]:

Stop [habit/practice 1].
→ Signals: “[Underlying belief or message conveyed by this behavior].”

How to eliminate:

[State or list practical actions or techniques].

Stop [habit/practice 2].
→ Signals: “[Underlying belief or message conveyed by this behavior].”

How to eliminate:

[State or list practical actions or techniques].

Stop [habit/practice 3].
→ Signals: “[Underlying belief or message conveyed by this behavior].”

How to eliminate:

[State or list practical actions or techniques].

Stop [habit/practice 4].
→ Signals: “[Underlying belief or message conveyed by this behavior].”

How to eliminate:

[State or list practical actions or techniques].

[Key takeaway].

[Question for audience or call to action].

[Image that matches the post]
",https://framerusercontent.com/images/Jvlbq7pyD4diTUd24OTiqYLpes.png,https://www.linkedin.com/posts/nausheenichen_5-poor-speaking-habits-to-eliminate-in-2025-activity-7282735973472309249-hdAf?utm_source=share&utm_medium=member_desktop
A Surefire Way To Improve Your Writing,"Post, Text, Image, Specific Concept, Specific Audience, Building Credibility, Impact Of Common Mistake, Effectrive Framework, Relatable Example, Punchy Takeaway, Call To Action","[Opening line that establishes credibility or introduces an insight].

[Concise, impactful statement reinforcing the main idea].

Works for:  

[Relevant context where insight applies 1]  
[Relevant context where insight applies 2]  
[Relevant context where insight applies 3]  

[Statement that draws from your experience in the area].  

Here’s a common mistake I often see:

[Explain common mistake you’ve observed].

I know it’s costing them [specific negative consequence(s)].  

This simple  framework can help:  

[Framework Name]  

[List steps involved].

Here’s an example:

[Give a relatable example of framework being applied].

[Reinforce or reiterate core insight].  

Use this [framework] to [achieve desired outcome(s)].  

[Question for audience or call to action].

[Relatable text image to act as a ‘billboard’ for your post]",https://framerusercontent.com/images/sKosRIuaGB3aW1dO1Tfmz6tmhc.png,https://www.linkedin.com/posts/renoperry_simple-yet-powerful-advice-from-this-manager-activity-7166430669517021184-yvZ3?utm_source=share&utm_medium=member_desktop
A Trick To Fire Up Your Reader’s Brain,"Post, Text, Common Frustration, Key Insight, Decision-Making Framework, Practical Advice, Scenario, Undersirable Call To Action ","[Common frustration or challenge].

And as a [target audience], [briefly state why this issue is especially relevant].

Here's how I [approach this problem]:

[Key principle/mindset shift].

There are only X good reasons [why frustration persists/to take a certain action]:

[Reason 1] 
[Reason 2] 
[Reason 3]  

Take [specific action].

Ask yourself:

[Key question to aid reflection 1]?  
- [Brief explanation of why it matters].

[Key question to aid reflection 2]? 
- [Brief explanation of why it matters].

[Key question to aid reflection 3]? 
- [Brief explanation of why it matters].

[Briefly explain consequence(s) of not applying this advice].

[Final thought reinforcing why this matters].

[Question for audience or call to action].",https://framerusercontent.com/images/9NLZPHYByF4S8JNVUhQIcJCK0.png,https://www.linkedin.com/posts/rachelhprovan_lets-face-it-most-meetings-suck-and-activity-7254561450352934913-9pTP?utm_source=share&utm_medium=member_desktop
Unsure What To Write? Try This,"Post, Text, Image, Educational, Common Blindspot, Specific Realisations, Practical Tips, Midset Shift, Unlocking Benefits, Call To Action","Had a bit of a wake up call.

[Brief anecdote or situation that led to the realisation].  

[Direct quote of feedback or insight that triggered the change].

[State how it made you feel].

My first thought: [Your initial reaction/thought process].

[List any other realisations you had].

So I adopted X strategies to [improve/adopt new mindset]:

1. [Strategy 1]  
↳ [Short explanation or actionable step].

2. [Strategy 2]  
↳ [Short explanation or actionable step].

3. [Strategy 3]  
↳ [Short explanation or actionable step].

[Expand on how your perspective has changed].

The more I embraced this shift...  

The more [positive outcome] I created.  

And the more [measurable impact] I saw.

[Key takeaway].

[Question for audience or call to action].

[Relatable text image to act as a ‘billboard’ for your post]",https://framerusercontent.com/images/71YWa7VdlDntsITTk5oo9VWU.png,https://www.linkedin.com/posts/amewborn_had-a-bit-of-a-reality-check-a-prospect-activity-7223654062720720896-4fGW?utm_source=share&utm_medium=member_desktop
A Timeless Copywriting Technique,"Post, Text, Image, Common Problem, Misconceptions, Breakdown Of Useful Framework, Core Message","Most [people/group] [make common mistake].

They think they need:

[Common but unnecessary approach/mindset 1]  

[Common but unnecessary approach/mindset 2]  

[Common but unnecessary approach/mindset 3]  

I followed this path for a long time.  

Until I discovered a simple [framework/method] that changed everything.  

Here’s how it works:  

Start by defining [core principle or guiding statement]:  

[List steps, give practical tips and/or examples].

The result?  

[Transformation or impact achieved by following the framework/method].  

[Key takeaway].

Give it a try.

[Image that matches the post]",https://framerusercontent.com/images/UgtyoIp6QpQNt9Dw9G6STOMrEo.png,https://www.linkedin.com/posts/josue-valles_most-people-overcomplicate-personal-branding-activity-7199725838345330690-O5Ve?utm_source=share&utm_medium=member_desktop
7 Reasons Why This Post Went Viral,"Post, Text, Image, Tool Update, Insider Knowledge, Breakdown And Examples, Creator's Take, Larger Trend, Call To Action","BREAKING: [Industry update/product launch/significant event].

[Briefly state what qualifies you to speak on the subject – e.g. refer to the time spent testing a new product, perhaps you attended an event, or met and obtained insights from noteworthy people].

Let’s break down what it is, my take, why it matters, and what you should do next:

WHAT: [Brief explanation of the topic/tool/concept]. 

MY THOUGHTS: [Share thoughts, realisations, limitations, applications, considerations etc.].

WHY IT MATTERS: [Tie what you’ve discussed to over-arching trends or challenges within the field].

WHAT TO DO: [Give steps and/or practical insights that the reader can apply].

[Question for audience or call to action].

[Image that matches the post]",https://framerusercontent.com/images/8wck75I5UpLLkmuw9zUbQdXa8gQ.png,https://www.linkedin.com/posts/alliekmiller_breaking-openai-just-dropped-a-research-activity-7288254412010016769-wYNi?utm_source=share&utm_medium=member_desktop
